brand,brand_goodwill,year,age_years,horsepower,engine_size_l,mileage,fuel_type,transmission,owner_count,accident_count,doors,city_mpg,price
Hyundai,6.05,2012,14,196.5,1.92,125909,Hybrid,Automatic,1,1.0,2,32.9,10685.2
Nissan,7.12,2013,13,175.2,1.62,132564,Petrol,Automatic,2,1.0,4,34.5,6838.07
Tesla,9.74,2026,0,218.9,2.2,8124,Petrol,Automatic,2,0.0,4,31.9,56611.12
Hyundai,7.01,2014,12,211.9,1.89,162283,Petrol,Automatic,1,0.0,2,,11401.82
Nissan,6.21,2019,7,171.2,,95575,Diesel,Automatic,2,0.0,4,34.8,15979.49
Hyundai,5.79,2021,5,177.8,2.79,55697,Petrol,Automatic,1,0.0,4,32.8,15575.13
Volkswagen,7.2,2016,10,129.9,1.0,150239,Diesel,Automatic,1,2.0,4,26.3,8717.04
Kia,6.15,2012,14,189.7,1.07,113329,Diesel,Manual,2,0.0,4,30.3,3510.34
Volkswagen,7.08,2022,4,191.0,2.9,28926,Petrol,Manual,1,,2,35.1,24974.0
Kia,5.94,2022,4,131.9,3.01,43648,Petrol,Automatic,4,2.0,4,19.6,15094.65
Mazda,7.15,2015,11,199.7,3.04,123390,Petrol,Automatic,2,0.0,4,38.7,16125.49
Hyundai,6.37,2008,18,195.8,1.49,253429,Petrol,Automatic,1,0.0,4,20.8,2500.0
Hyundai,6.57,2013,13,288.8,0.0,108447,Electric,Automatic,4,0.0,4,12.0,14553.06
Mazda,7.49,2013,13,353.5,0.0,126720,Electric,Automatic,1,1.0,4,12.0,25141.2
Tesla,8.54,2024,2,312.9,1.34,32251,Diesel,Automatic,1,0.0,4,24.6,58008.26
Honda,8.09,2010,16,236.2,1.72,161361,Petrol,Automatic,2,0.0,4,19.1,11150.53
Hyundai,6.69,2020,6,212.3,1.69,78420,Petrol,Manual,3,0.0,4,30.6,12153.38
Chevrolet,6.15,2022,4,196.3,2.58,49028,Petrol,Automatic,2,0.0,4,23.9,21807.5
BMW,8.54,2018,8,298.8,2.48,103037,Petrol,Manual,1,0.0,4,25.7,44349.68
Mazda,7.23,2021,5,168.4,1.93,34824,Petrol,Manual,2,0.0,2,,17644.57
Nissan,6.5,2014,12,182.9,1.87,107137,Hybrid,Manual,3,0.0,4,44.4,7100.55
Ford,6.99,2010,16,171.2,3.16,148020,Petrol,Manual,1,0.0,4,25.5,9034.03
Toyota,8.48,2011,15,215.7,1.74,216995,Diesel,Automatic,3,1.0,4,24.9,8142.07
Kia,6.38,2021,5,121.0,1.09,30562,Petrol,Automatic,1,2.0,4,23.2,11693.51
Tesla,8.71,2010,16,268.6,2.54,230700,Hybrid,Automatic,1,2.0,4,30.9,38078.91
Subaru,7.4,2013,13,227.1,0.0,118944,Electric,Automatic,2,0.0,4,12.0,23009.0
Hyundai,6.99,2017,9,180.2,2.57,126519,Petrol,Automatic,1,0.0,4,27.9,12432.3
Chevrolet,6.14,2026,0,218.9,4.26,3148,Petrol,Automatic,1,0.0,2,19.9,28783.71
Volkswagen,7.02,2011,15,296.5,0.0,278157,Electric,Automatic,1,1.0,4,12.0,11247.34
Lexus,9.03,2010,16,193.3,0.0,124328,Electric,Automatic,2,1.0,4,12.0,32954.07
Ford,5.83,2011,15,130.9,1.22,195712,Hybrid,Automatic,3,1.0,4,37.7,2500.0
Nissan,6.35,2025,1,175.4,1.71,8210,Hybrid,Automatic,2,0.0,4,35.1,26488.2
Hyundai,7.12,2018,8,342.4,0.0,94508,Electric,Automatic,2,0.0,4,12.0,25671.29
Honda,8.55,2008,18,121.9,2.05,195402,Petrol,Automatic,2,1.0,2,24.2,2500.0
Mazda,7.06,2009,17,227.7,2.29,185210,Petrol,Automatic,1,1.0,4,26.2,6026.53
Honda,7.93,2026,0,117.9,1.0,500,Hybrid,Automatic,2,0.0,2,42.4,28862.23
Audi,8.53,2012,14,359.3,3.38,207211,Petrol,Automatic,1,1.0,4,29.9,37506.5
Volkswagen,8.07,2012,14,133.8,2.67,186353,Petrol,Automatic,1,0.0,4,32.4,9145.1
Subaru,7.07,2021,5,125.8,1.84,44063,Petrol,Manual,2,2.0,4,27.0,16038.04
Nissan,6.82,2023,3,201.3,2.32,31932,Petrol,Manual,1,0.0,4,22.2,18973.48
Mercedes-Benz,8.61,2021,5,276.4,0.0,66518,Electric,Automatic,2,0.0,4,12.0,50609.96
Tesla,9.11,2012,14,245.5,2.8,133095,Petrol,Automatic,2,1.0,4,31.0,40013.7
Lexus,9.26,2026,0,290.5,3.29,500,Petrol,Automatic,1,0.0,4,31.3,59516.9
Hyundai,7.25,2013,13,284.1,0.0,153724,Electric,Automatic,1,2.0,4,12.0,13731.79
Mercedes-Benz,9.29,2012,14,279.4,1.92,164173,Hybrid,Automatic,2,1.0,4,34.2,38235.83
Chevrolet,6.2,2021,5,208.0,1.8,65043,Petrol,Automatic,2,0.0,4,13.9,20628.12
Volkswagen,7.04,2013,13,167.9,1.6,143902,Diesel,Manual,3,0.0,4,29.0,5522.41
Toyota,7.88,2024,2,149.2,1.0,33072,Petrol,Automatic,1,0.0,4,28.0,24666.41
Mazda,7.69,2009,17,210.8,1.0,159953,Hybrid,Automatic,1,1.0,4,34.6,8790.91
Mazda,6.25,2016,10,174.5,0.0,113890,Electric,Automatic,1,0.0,4,12.0,14590.31
Chevrolet,6.58,2012,14,200.2,2.45,230898,Diesel,Automatic,3,1.0,4,28.5,4701.78
Hyundai,6.82,2014,12,195.3,1.54,160933,Petrol,Manual,3,1.0,4,27.8,4443.58
Audi,8.64,2011,15,318.2,3.71,235004,Hybrid,Automatic,1,0.0,4,45.8,39232.56
Ford,6.75,2018,8,186.9,1.03,83797,Petrol,Automatic,1,1.0,4,34.0,18146.49
Mazda,7.97,2018,8,185.1,2.0,108690,Petrol,Manual,1,0.0,2,26.2,15222.58
BMW,9.11,2010,16,234.8,2.3,128731,Petrol,Automatic,1,1.0,4,39.3,29388.74
Subaru,7.94,2023,3,169.9,2.87,36304,Hybrid,Automatic,3,0.0,4,42.8,31457.55
Ford,6.05,2019,7,129.0,2.0,107818,Hybrid,Automatic,3,0.0,4,37.5,13071.4
Hyundai,6.5,2019,7,128.8,2.23,39577,Petrol,Automatic,2,0.0,2,25.1,15118.87
Toyota,8.88,2023,3,178.2,3.2,51629,Hybrid,Automatic,1,0.0,4,34.5,30643.7
Ford,6.84,2020,6,142.9,1.85,87861,Petrol,Automatic,2,0.0,4,23.9,11989.01
Mazda,7.09,2009,17,127.2,1.89,151254,Petrol,Automatic,4,0.0,2,20.6,7431.9
Ford,6.3,2016,10,209.1,3.27,147787,Diesel,Automatic,2,1.0,2,30.2,11465.77
Tesla,9.19,2019,7,305.8,2.34,75823,Petrol,Automatic,1,0.0,2,33.5,56216.67
Chevrolet,6.08,2023,3,103.9,2.29,24702,Petrol,Automatic,1,0.0,4,22.3,19332.58
Chevrolet,5.47,2009,17,176.3,1.85,180303,Diesel,Manual,1,1.0,4,31.7,2500.0
Ford,6.47,2011,15,174.1,2.41,183810,Diesel,Manual,2,0.0,4,32.5,2639.86
Nissan,6.25,2011,15,206.8,2.16,103964,Diesel,Automatic,4,1.0,2,22.6,5193.21
BMW,8.46,2017,9,283.6,3.12,184018,Hybrid,Automatic,3,0.0,4,35.8,41307.69
Tesla,8.34,2018,8,253.9,2.93,108241,Petrol,Automatic,2,0.0,4,34.6,47406.87
Ford,6.49,2025,1,190.5,1.78,13125,Hybrid,Automatic,1,0.0,2,39.1,28145.99
Mercedes-Benz,9.03,2026,0,300.6,3.65,6385,Hybrid,Manual,3,0.0,4,35.6,61870.36
Mercedes-Benz,8.58,2010,16,197.4,2.57,274676,Petrol,Automatic,3,1.0,4,35.2,24179.73
Honda,8.21,2013,13,188.5,1.56,189516,Petrol,Manual,1,0.0,4,29.3,10751.79
Subaru,7.56,2008,18,136.5,1.96,276419,Petrol,Automatic,3,0.0,2,30.2,2500.0
Kia,6.7,2016,10,164.8,3.29,175020,Hybrid,Automatic,2,0.0,4,38.0,10446.97
Honda,8.46,2014,12,172.2,2.33,153368,Petrol,Automatic,3,0.0,4,24.0,10802.1
Subaru,7.71,2013,13,177.1,1.0,199343,Petrol,Automatic,2,0.0,4,,12199.8
Honda,7.89,2019,7,127.1,2.01,81485,Diesel,Automatic,3,0.0,4,26.3,18991.57
Mazda,7.73,2026,0,175.0,1.0,500,Petrol,Automatic,2,0.0,4,23.2,28620.97
Toyota,8.87,2012,14,203.8,2.21,205273,Diesel,Automatic,2,0.0,2,36.1,12409.57
Subaru,8.05,2020,6,174.5,2.12,58218,Petrol,Automatic,1,0.0,4,20.1,22737.32
Subaru,7.95,2012,14,311.4,0.0,195229,Electric,Automatic,2,0.0,4,12.0,20728.5
Audi,9.1,2008,18,258.4,3.0,180044,Petrol,Automatic,2,0.0,4,19.9,29295.58
Hyundai,6.41,2012,14,278.6,0.0,235187,Electric,Manual,1,1.0,4,12.0,4935.31
Volkswagen,7.0,2018,8,210.1,2.01,62011,Diesel,Automatic,1,0.0,4,30.1,21154.47
Volkswagen,6.7,2024,2,150.4,2.11,41891,Petrol,Automatic,1,0.0,4,36.6,28086.25
Hyundai,6.85,2025,1,133.5,1.85,9571,Diesel,Automatic,1,0.0,4,21.6,22071.17
Hyundai,6.6,2023,3,203.3,2.06,43774,Diesel,Manual,1,0.0,4,19.4,20269.8
Lexus,9.16,2008,18,225.9,2.93,335028,Petrol,Automatic,2,1.0,4,39.2,24835.94
Mazda,7.15,2018,8,155.9,2.56,49964,Hybrid,Automatic,1,1.0,2,42.0,17448.46
Subaru,7.77,2025,1,149.8,1.95,17433,Diesel,Automatic,3,0.0,4,27.0,33622.08
Honda,8.38,2017,9,158.8,2.71,132364,Diesel,Automatic,1,0.0,4,32.5,15878.97
Honda,8.18,2010,16,127.8,2.58,163364,Diesel,Automatic,2,0.0,2,27.7,6213.7
Tesla,9.33,2011,15,195.8,3.06,160993,Petrol,Automatic,1,1.0,2,25.6,38569.55
Nissan,6.37,2011,15,331.7,0.0,163675,Electric,Automatic,1,0.0,4,12.0,17005.76
Toyota,7.53,2017,9,233.0,1.44,109552,Hybrid,Manual,1,0.0,4,39.8,19989.8
Hyundai,6.81,2010,16,124.9,2.32,286773,Hybrid,Automatic,1,0.0,4,31.7,2500.0
Subaru,8.15,2008,18,182.4,2.57,272025,Petrol,Manual,4,0.0,4,25.7,2500.0
Nissan,6.38,2012,14,256.5,0.0,157803,Electric,Manual,3,0.0,4,12.0,7894.6
Hyundai,7.12,2020,6,157.5,1.02,81923,Diesel,Automatic,1,1.0,4,31.2,13315.94
Audi,8.39,2012,14,325.2,3.0,239212,Diesel,Automatic,1,1.0,4,25.9,36058.52
Volkswagen,7.51,2019,7,194.8,1.78,78610,Petrol,Automatic,2,0.0,4,26.1,20164.47
Ford,6.4,2013,13,199.9,2.88,130914,Petrol,Manual,1,1.0,4,24.7,6653.99
Toyota,8.1,2019,7,154.8,2.88,88940,Petrol,Automatic,1,0.0,4,33.4,19040.51
Nissan,6.26,2020,6,157.3,1.88,80451,Petrol,Automatic,1,1.0,4,21.1,15514.39
Mazda,7.94,2023,3,137.9,1.87,24823,Hybrid,Automatic,1,1.0,4,35.3,23799.87
Audi,7.69,2020,6,308.7,0.0,33893,Electric,Automatic,1,1.0,4,12.0,49520.27
Mazda,6.75,2010,16,161.7,3.53,223757,Diesel,Automatic,2,0.0,2,37.8,7371.05
Ford,6.23,2008,18,130.8,2.05,263189,Hybrid,Automatic,1,2.0,4,38.3,2500.0
Volkswagen,6.57,2020,6,171.9,1.0,62803,Hybrid,Automatic,1,0.0,4,38.7,23874.48
Kia,6.55,2012,14,130.6,1.0,78783,Petrol,Automatic,1,,4,22.9,4142.38
Subaru,7.85,2022,4,215.8,2.73,53111,Petrol,Automatic,3,1.0,4,25.7,28779.21
Mercedes-Benz,8.31,2021,5,228.5,2.65,53305,Petrol,Automatic,3,1.0,4,26.8,46285.07
Ford,6.6,2012,14,211.1,2.94,184744,Hybrid,Automatic,1,0.0,4,39.5,10638.81
Subaru,7.72,2015,11,399.7,0.0,115090,Electric,Automatic,2,2.0,2,12.0,31806.03
Chevrolet,6.65,2013,13,288.9,0.0,172741,Electric,Automatic,3,1.0,4,12.0,13487.69
Honda,7.94,2018,8,171.7,2.47,105928,Hybrid,Automatic,3,1.0,4,30.2,14852.92
Nissan,6.52,2011,15,144.5,2.73,193597,Petrol,Automatic,1,1.0,4,28.5,2500.0
Subaru,7.44,2019,7,231.7,1.0,109565,Petrol,Automatic,1,2.0,4,26.9,19001.6
Ford,6.79,2012,14,148.8,1.09,130745,Diesel,Automatic,1,0.0,4,25.2,7044.78
Nissan,6.17,2019,7,210.3,1.5,32251,Petrol,Automatic,4,0.0,4,24.4,16600.32
Mazda,6.71,2009,17,166.3,2.89,229871,Petrol,Automatic,2,0.0,2,34.6,3601.2
Honda,7.79,2010,16,259.4,0.0,222182,Electric,Automatic,2,0.0,4,12.0,14061.65
Subaru,7.69,2012,14,169.1,1.93,209170,Petrol,Automatic,2,0.0,4,34.7,9485.59
Toyota,8.77,2018,8,142.6,1.35,100067,Petrol,Manual,2,0.0,4,,15274.9
Honda,8.62,2016,10,194.3,1.0,128668,Petrol,Automatic,1,0.0,4,35.0,18061.64
Tesla,8.56,2026,0,286.5,3.4,500,Petrol,Automatic,1,0.0,4,26.7,64500.96
Lexus,9.31,2009,17,357.4,0.0,220614,Electric,Automatic,3,0.0,4,12.0,42602.84
Hyundai,6.53,2019,7,165.9,1.11,68923,Petrol,Manual,2,0.0,4,37.9,11377.22
Audi,8.38,2025,1,375.0,0.0,4572,Electric,Manual,1,0.0,4,12.0,59068.28
Subaru,7.9,2019,7,235.2,1.55,67595,Petrol,Automatic,4,0.0,4,27.7,25537.45
Lexus,9.51,2018,8,293.7,3.61,102439,Petrol,Automatic,1,0.0,4,30.1,48767.41
Hyundai,6.63,2014,12,289.9,0.0,92837,Electric,Manual,2,1.0,4,12.0,11531.15
Hyundai,6.71,2021,5,174.5,2.18,68263,Hybrid,Manual,2,0.0,4,36.3,13395.9
Audi,8.1,2022,4,346.4,2.79,56292,Petrol,Automatic,1,0.0,4,30.8,51940.75
Subaru,7.97,2013,13,298.0,0.0,184485,Electric,Automatic,4,0.0,4,12.0,19857.35
Kia,6.8,2013,13,222.9,1.0,55052,Diesel,Manual,3,0.0,4,28.4,9139.96
Hyundai,6.31,2014,12,168.6,1.35,112398,Petrol,Manual,1,0.0,4,21.7,5012.23
Ford,6.2,2013,13,184.7,2.17,161171,Petrol,Manual,1,1.0,2,29.2,7503.15
Subaru,7.88,2015,11,264.8,0.0,162703,Electric,Automatic,3,0.0,4,12.0,21208.24
Hyundai,7.06,2021,5,203.7,2.3,51948,Hybrid,Automatic,2,0.0,4,39.5,23009.73
Kia,7.02,2020,6,251.9,1.95,60809,Petrol,Automatic,1,0.0,4,29.8,22271.46
Audi,8.33,2011,15,327.6,4.64,198030,Petrol,Automatic,2,0.0,4,32.2,33621.71
Subaru,7.39,2026,0,227.4,2.3,500,Petrol,Automatic,2,0.0,2,25.3,31990.23
Toyota,9.06,2014,12,168.6,1.93,223897,Petrol,Automatic,3,1.0,4,32.4,8190.24
Chevrolet,6.48,2010,16,155.3,2.77,194672,Diesel,Manual,1,3.0,4,34.1,2500.0
Lexus,9.39,2017,9,291.0,2.97,159094,Petrol,Manual,2,0.0,4,30.0,44047.86
Mazda,6.71,2019,7,182.5,1.0,74657,Petrol,Automatic,2,0.0,4,29.7,15016.84
Ford,6.52,2026,0,178.2,1.0,500,Petrol,Automatic,1,0.0,4,,26384.11
Subaru,6.55,2010,16,174.4,1.05,277994,Petrol,Automatic,2,1.0,2,16.2,3065.48
BMW,9.46,2008,18,321.5,4.04,104019,Hybrid,Automatic,2,2.0,4,47.4,39670.32
Volkswagen,6.61,2022,4,199.3,3.23,31968,Petrol,Automatic,1,0.0,4,31.4,27675.64
Volkswagen,7.11,2024,2,200.1,2.15,18939,Petrol,Automatic,1,1.0,2,35.8,28191.27
Honda,8.13,2018,8,214.0,2.82,122849,Petrol,Manual,1,2.0,4,35.4,14254.75
Ford,6.81,2026,0,258.4,1.48,500,Diesel,Automatic,4,1.0,4,,28120.38
Mercedes-Benz,9.09,2021,5,324.4,3.39,36147,Petrol,Automatic,1,0.0,2,31.8,55304.73
Hyundai,6.37,2020,6,178.1,4.12,58490,Petrol,Manual,4,0.0,4,26.0,14079.93
Honda,8.32,2010,16,95.0,3.69,202503,Diesel,Automatic,1,0.0,4,29.4,7895.16
Toyota,8.21,2019,7,216.6,1.68,75839,Petrol,Automatic,2,,2,35.6,23936.06
Audi,8.35,2015,11,280.7,3.61,162239,Diesel,Manual,1,0.0,2,23.8,34975.24
Toyota,8.6,2009,17,195.6,1.01,211909,Petrol,Automatic,1,0.0,2,23.8,7679.0
Chevrolet,5.9,2013,13,130.3,1.0,133103,Diesel,Manual,2,0.0,4,30.0,2500.0
Ford,6.67,2015,11,230.9,1.63,87014,Petrol,Automatic,1,1.0,4,20.0,14993.77
BMW,8.63,2020,6,368.4,3.85,85683,Petrol,Automatic,3,0.0,2,29.3,52710.45
Toyota,8.94,2020,6,163.0,2.23,41559,Hybrid,Manual,1,0.0,4,33.6,25180.26
Toyota,8.39,2018,8,150.0,0.0,78609,Electric,Automatic,2,0.0,4,12.0,20305.97
Toyota,8.26,2019,7,167.9,2.07,69935,Hybrid,Manual,1,0.0,2,41.8,23075.48
Toyota,8.75,2013,13,245.6,1.79,107547,Diesel,Automatic,2,0.0,4,34.1,17217.24
Ford,7.37,2022,4,189.4,2.32,46018,Petrol,Automatic,4,0.0,4,26.5,21099.53
Kia,5.87,2008,18,184.3,1.79,142047,Hybrid,Automatic,1,2.0,4,34.0,2500.0
Kia,6.81,2020,6,213.9,2.23,38351,Hybrid,Manual,1,1.0,4,37.3,19799.66
Subaru,6.95,2009,17,111.5,2.55,242841,Hybrid,Automatic,1,1.0,4,39.7,5321.4
Chevrolet,6.04,2016,10,176.1,1.31,91602,Petrol,Automatic,4,1.0,4,24.9,11080.82
Ford,6.4,2018,8,156.2,1.04,127176,Diesel,Manual,4,0.0,4,26.2,6320.92
Hyundai,7.18,2013,13,193.7,2.35,156186,Petrol,Manual,4,1.0,2,,3652.54
Ford,6.58,2017,9,201.1,1.76,94624,Petrol,Automatic,1,1.0,4,19.8,12769.7
Honda,8.12,2014,12,188.4,1.38,95101,Petrol,Manual,3,0.0,4,26.9,11918.32
Ford,6.12,2008,18,212.4,1.19,254898,Petrol,Automatic,4,0.0,4,22.6,2500.0
Ford,6.41,2011,15,221.2,0.0,123139,Electric,Automatic,1,1.0,4,12.0,13250.33
Hyundai,7.0,2022,4,211.1,2.32,26793,Petrol,Automatic,1,0.0,2,21.1,22695.93
Kia,6.69,2022,4,182.8,2.32,37750,Petrol,Automatic,1,0.0,4,30.3,20551.43
Ford,6.08,2020,6,211.7,2.06,43492,Petrol,Manual,4,1.0,4,28.6,17717.74
Mazda,6.96,2019,7,225.9,1.05,89837,Diesel,Automatic,3,1.0,4,33.7,17678.7
Honda,8.4,2012,14,176.2,2.55,203710,Diesel,Automatic,1,0.0,4,31.5,9338.02
Mazda,7.07,2008,18,242.3,1.4,168204,Petrol,Automatic,1,1.0,4,33.8,6976.26
Tesla,8.19,2018,8,235.4,2.33,41396,Diesel,Automatic,4,0.0,4,30.5,47289.98
Honda,8.31,2008,18,183.7,3.94,159438,Diesel,Automatic,4,0.0,4,33.0,9637.23
Kia,6.75,2010,16,185.2,1.65,236148,Hybrid,Automatic,1,0.0,4,40.4,2500.0
Ford,6.65,2021,5,178.8,3.29,54713,Petrol,Automatic,2,0.0,2,28.3,19413.36
Subaru,7.77,2014,12,218.6,1.99,133120,Diesel,Automatic,1,0.0,4,25.6,19001.36
Kia,6.38,2014,12,220.0,2.41,212270,Petrol,Manual,4,0.0,4,34.6,4779.53
Subaru,7.73,2020,6,196.2,2.52,62311,Petrol,Manual,2,0.0,4,21.4,25233.27
Chevrolet,6.04,2024,2,180.6,1.57,27915,Hybrid,Automatic,3,0.0,2,39.1,24422.09
Nissan,6.58,2019,7,150.4,3.79,79056,Petrol,Automatic,1,0.0,4,30.2,13498.36
Chevrolet,6.52,2023,3,199.2,1.0,69260,Petrol,Automatic,1,0.0,4,22.5,18889.72
Nissan,6.79,2018,8,178.3,2.07,90001,Petrol,Automatic,2,0.0,4,30.9,16031.0
Chevrolet,6.08,2011,15,235.7,1.31,190212,Petrol,Automatic,2,0.0,4,20.2,5877.93
Hyundai,6.27,2023,3,217.3,2.75,25098,Petrol,Automatic,2,1.0,4,28.9,24276.89
Lexus,9.05,2018,8,206.4,3.7,115864,Petrol,Automatic,2,1.0,4,20.9,41718.55
Subaru,7.81,2023,3,167.7,1.56,30491,Diesel,Manual,2,2.0,4,24.3,21498.4
Ford,5.96,2015,11,167.4,2.07,165898,Petrol,Manual,1,0.0,4,26.7,5188.03
Subaru,7.62,2010,16,184.4,1.41,237989,Hybrid,Automatic,1,0.0,4,35.2,10129.42
Hyundai,7.03,2008,18,223.5,2.45,312625,Petrol,Automatic,1,1.0,4,,2500.0
Ford,6.71,2014,12,294.9,0.0,122966,Electric,Manual,1,0.0,4,12.0,15286.8
BMW,8.03,2024,2,291.1,2.35,15241,Petrol,Automatic,3,0.0,4,35.6,51633.84
Audi,8.36,2009,17,276.7,4.12,333852,Diesel,Automatic,1,0.0,4,28.7,27085.56
Nissan,6.52,2026,0,133.7,1.0,500,Hybrid,Automatic,1,1.0,4,32.0,22839.65
Toyota,8.89,2017,9,156.1,1.62,78023,Diesel,Automatic,2,1.0,2,33.3,17127.38
Lexus,8.76,2026,0,234.5,3.57,6373,Diesel,Automatic,2,0.0,4,29.6,53687.45
Honda,8.41,2015,11,154.0,1.59,74226,Diesel,Manual,1,1.0,4,30.2,12858.84
Hyundai,6.54,2010,16,171.1,2.17,194473,Diesel,Automatic,1,0.0,4,42.1,2635.36
Hyundai,6.41,2019,7,225.8,1.19,90601,Petrol,Automatic,2,0.0,4,34.3,15436.3
Toyota,8.84,2013,13,194.2,1.0,150430,Petrol,Automatic,1,0.0,4,28.8,16751.85
Tesla,9.48,2011,15,317.9,2.9,122887,Petrol,Automatic,1,2.0,4,28.0,45902.55
Subaru,7.65,2009,17,186.2,1.0,216620,Petrol,Manual,1,1.0,4,30.3,2779.96
Mazda,8.11,2010,16,206.2,3.08,111010,Petrol,Automatic,1,1.0,2,34.4,14663.97
Chevrolet,5.86,2009,17,182.2,3.47,186333,Petrol,Automatic,3,0.0,4,33.5,2500.0
Lexus,9.14,2013,13,373.0,3.42,155093,Petrol,Automatic,2,0.0,2,27.6,42851.66
Honda,8.3,2020,6,182.9,1.71,57940,Diesel,Manual,2,0.0,4,40.1,20175.85
Subaru,7.43,2022,4,150.9,2.48,36925,Petrol,Automatic,4,0.0,4,29.0,27453.34
Subaru,7.81,2021,5,236.5,1.93,67546,Petrol,Manual,1,0.0,4,30.1,25921.89
Chevrolet,5.6,2017,9,184.9,1.68,186060,Hybrid,Manual,2,0.0,4,39.7,8162.92
Honda,8.21,2012,14,184.8,2.16,191317,Petrol,Automatic,2,0.0,4,19.1,12026.68
Subaru,7.09,2008,18,183.0,1.72,203442,Hybrid,Automatic,1,0.0,4,41.9,7876.56
Mazda,7.41,2024,2,176.1,2.59,14066,Diesel,Automatic,2,0.0,4,20.7,28863.04
Mazda,7.76,2026,0,180.9,2.21,500,Petrol,Automatic,1,0.0,4,22.4,31100.36
Hyundai,7.1,2020,6,212.0,2.32,79809,Petrol,Automatic,1,1.0,4,17.6,21294.06
Kia,7.1,2014,12,119.0,2.18,126574,Petrol,Automatic,2,,4,30.5,7768.24
Honda,7.46,2021,5,141.7,2.08,69818,Hybrid,Manual,1,0.0,4,40.8,17689.77
Mercedes-Benz,8.98,2021,5,428.6,0.0,34046,Electric,Manual,4,0.0,4,12.0,63500.35
Tesla,8.98,2011,15,244.3,4.34,148297,Petrol,Automatic,1,0.0,4,21.7,39237.15
Subaru,7.63,2018,8,163.4,1.67,112276,Diesel,Automatic,1,0.0,4,27.8,17410.41
Volkswagen,7.01,2011,15,196.7,1.17,252565,Diesel,Automatic,2,1.0,4,19.4,3805.28
Ford,6.62,2015,11,305.0,0.0,147996,Electric,Manual,3,0.0,4,12.0,14637.39
Chevrolet,6.0,2022,4,335.4,0.0,53950,Electric,Automatic,3,0.0,4,12.0,28713.07
Honda,8.27,2008,18,167.8,1.61,175526,Petrol,Automatic,1,0.0,4,22.4,8155.98
Kia,6.65,2015,11,162.5,1.63,111573,Petrol,Automatic,2,0.0,4,19.7,8650.34
Toyota,8.08,2021,5,187.8,1.62,48369,Petrol,Automatic,1,,2,35.5,26562.01
Mazda,6.89,2017,9,194.7,1.11,115273,Hybrid,Automatic,2,0.0,4,38.4,14111.07
Toyota,8.52,2024,2,234.0,1.0,28755,Petrol,Automatic,1,0.0,4,24.9,30024.9
Audi,8.28,2026,0,260.8,2.88,500,Petrol,Automatic,1,0.0,4,17.7,54379.46
Hyundai,6.43,2017,9,157.4,1.71,140256,Petrol,Automatic,1,1.0,4,30.7,7183.4
Volkswagen,7.0,2018,8,154.3,1.84,90544,Hybrid,Automatic,1,0.0,2,39.8,18494.85
Subaru,7.38,2026,0,190.5,3.32,2668,Petrol,Automatic,2,1.0,2,23.5,34255.42
Chevrolet,6.11,2011,15,220.2,1.0,141449,Petrol,Automatic,4,0.0,4,29.7,5744.23
Chevrolet,5.35,2025,1,191.3,1.49,3129,Petrol,Automatic,1,0.0,4,28.6,20672.53
Toyota,8.86,2008,18,181.8,2.26,332215,Petrol,Automatic,2,1.0,4,28.7,2835.17
Audi,9.09,2020,6,242.5,0.0,72096,Electric,Manual,2,0.0,2,12.0,44954.72
Subaru,7.75,2017,9,237.8,2.18,128253,Hybrid,Automatic,3,0.0,4,37.1,22808.49
Subaru,7.31,2026,0,138.2,2.56,500,Diesel,Automatic,2,0.0,4,22.1,29739.63
Hyundai,6.92,2020,6,166.1,2.13,81459,Petrol,Automatic,2,0.0,4,28.7,17164.19
Ford,6.37,2010,16,147.3,2.52,119911,Diesel,Automatic,1,0.0,2,31.6,7372.4
Audi,8.52,2013,13,254.1,3.32,142109,Petrol,Automatic,1,0.0,4,31.6,35608.34
Honda,7.49,2019,7,153.0,1.0,72906,Diesel,Automatic,2,1.0,4,27.5,16480.38
Subaru,7.32,2012,14,174.5,2.83,124436,Hybrid,Automatic,1,0.0,4,38.9,12892.95
Mazda,7.34,2021,5,160.1,2.13,57254,Petrol,Automatic,1,0.0,2,32.3,19439.72
Honda,8.92,2025,1,197.4,1.53,7471,Petrol,Manual,2,1.0,4,21.6,26201.29
Audi,8.69,2020,6,229.1,2.59,56489,Hybrid,Automatic,1,0.0,4,37.8,45619.87
Honda,7.88,2025,1,188.9,3.88,8396,Hybrid,Automatic,1,0.0,4,38.1,35286.23
Hyundai,6.73,2013,13,151.4,1.9,186299,Petrol,Automatic,1,0.0,4,26.9,6038.34
Subaru,7.17,2019,7,177.9,3.49,95701,Hybrid,Automatic,2,0.0,4,37.9,25850.05
Nissan,6.84,2014,12,197.4,1.96,118963,Petrol,Automatic,2,0.0,4,23.7,8380.98
Chevrolet,6.52,2024,2,233.3,0.0,20315,Electric,Automatic,2,0.0,4,12.0,28519.16
Mazda,7.72,2013,13,222.2,2.23,223298,Petrol,Automatic,1,0.0,4,27.8,11928.91
Chevrolet,6.19,2008,18,95.0,,165922,Petrol,Automatic,1,1.0,4,32.1,2500.0
Honda,8.24,2015,11,192.8,1.54,122223,Diesel,Manual,1,0.0,4,28.4,14383.19
Mazda,7.4,2011,15,192.5,2.18,170652,Petrol,Automatic,2,,4,33.7,11048.3
Mazda,7.48,2010,16,250.8,1.57,297797,Petrol,Manual,1,2.0,2,27.1,2500.0
